"director_id";"movie_id"
428;40476
428;41235
428;41237
428;45840
428;55446
428;64081
428;81081
428;88870
428;92685
428;95842
428;110943
428;114593
428;137504
428;142439
428;149726
428;154610
428;167006
428;184986
428;194691
428;209153
428;228677
428;236890
428;266576
428;288470
428;319185
429;63208
429;300229
429;300230
429;300234
430;276942
431;295592
432;259381
432;357996
433;288923
433;381514
433;401875
434;313936
435;5553
435;7126
435;20289
435;44676
435;64382
435;83617
435;83672
435;112441
435;137504
435;190536
435;190580
435;193693
435;239761
435;256428
435;272092
435;272962
435;285439
435;315050
437;96191
438;89243
438;112371
438;168229
438;297470
439;171685
440;26047
440;28247
440;139421
440;312146
441;322499
441;326666
442;65702
443;112524
443;193657
443;342840
443;361747
444;43999
445;13332
445;286504
446;196407
447;400245
448;359063
449;359063
450;347911
451;254802
451;260255
451;406650
452;81785
452;104847
452;288993
452;329938
452;387728
452;388142
452;391898
452;393828
452;394676
452;405475
453;397161
454;74188
454;384653
454;391529
454;391956
454;396011
454;397926
454;402910
454;403243
454;409207
454;410417
454;411150
455;22928
455;22929
455;106846
455;106857
455;106858
455;106864
456;97100
456;358519
457;310142
458;212220
459;4356
461;127106
461;194958
461;309562
461;321470
461;321471
461;321472
461;321473
462;70015
462;355202
462;363327
463;70182
464;193385
464;294617
465;387374
466;78531
467;181658
467;406254
468;247972
469;173447
470;32212
470;159202
470;215456
470;399295
471;367884
472;320155
473;341931
474;76414
475;36264
475;60401
477;153644
478;99606
478;199171
479;36110
481;371812
482;330484
482;373112
483;152500
484;177656
485;164658
485;261790
486;154671
487;69860
487;69861
487;69862
487;69863
487;69864
487;69865
487;167633
487;245268
487;360511
489;229695
489;235889
490;111785
490;346156
491;233894
492;130057
492;275366
493;44238
493;82683
493;383952
493;401277
493;407456
494;144058
495;194276
497;70215
497;277052
497;286701
497;291253
497;295602
498;327185
499;183343
499;348336
500;82300
501;385585
501;408225
502;75607
503;299220
504;70365
504;185815
504;308070
505;374595
506;130935
506;175760
507;97026
508;76034
508;122551
508;140469
508;144019
508;144111
508;157608
508;179287
508;245096
508;274127
508;281700
508;286172
508;289920
508;316469
508;356864
508;372806
508;376006
509;161742
510;112003
511;217908
512;10337
512;13410
512;30617
512;32703
512;37253
512;49733
512;49737
512;54390
512;57985
512;58619
512;60242
512;61580
512;61607
512;67151
512;68821
512;79102
512;85085
512;85826
512;93794
512;95117
512;105349
512;108511
512;141208
512;149808
512;153181
512;158258
512;172069
512;177610
512;191585
512;192039
512;192215
512;192294
512;202888
512;203216
512;203564
512;211425
512;213258
512;214160
512;215293
512;216889
512;216962
512;246770
512;250805
512;254459
512;266183
512;269370
512;270941
512;273726
512;283427
512;289637
512;300103
512;302872
512;302888
512;305400
512;310964
512;315149
512;317980
512;324936
512;329069
512;341978
512;356610
512;362232
512;362387
512;362647
512;364389
512;367614
512;367971
512;368324
513;96426
514;178552
514;240999
515;23261
515;32862
515;47607
515;115431
515;159642
515;178483
515;217047
515;222444
515;237257
515;322270
515;349586
516;89795
517;395354
518;241308
519;173316
520;53554
520;75805
520;86808
520;142443
520;177434
520;203222
520;203666
520;233748
520;236726
520;247884
520;314263
520;324982
520;328525
520;337373
520;379305
520;384638
520;384741
520;389431
520;397141
520;397424
520;404592
520;406620
520;408468
521;234409
522;409984
523;3240
523;118652
523;177031
523;222365
523;226203
523;254630
523;266831
523;274837
523;312743
523;329911
523;360956
524;143990
524;190026
525;371768
526;2719
527;29779
527;68900
527;69973
527;84680
527;116314
527;243773
527;338620
527;396472
528;213933
528;275399
529;156790
530;351858
531;61406
532;384924
533;379746
533;382291
533;384581
533;385105
533;387639
533;388978
533;395104
533;399130
533;400646
533;402197
533;402774
534;38824
535;240730
535;270896
536;7566
536;8907
536;27730
536;78281
536;82211
536;85332
536;86692
536;109037
536;122694
536;139824
536;141837
536;153237
536;160162
536;168442
536;183460
536;184074
536;285497
536;286220
536;288036
536;297014
536;297056
536;299587
536;303005
536;306070
536;318421
536;323934
536;350763
536;351086
536;358104
536;373655
537;162152
538;172539
539;83104
539;323647
540;138038
541;18623
542;284815
543;122312
543;304919
543;331275
544;53561
544;117630
545;82656
545;144745
545;203370
546;93636
546;130090
546;204746
546;235887
548;265674
549;314573
550;262544
551;154288
552;388343
552;404933
552;405405
553;130045
553;213978
553;228436
553;320018
553;321557
554;124647
555;394963
555;406134
556;70043
557;383625
558;29622
558;147338
558;304656
559;82139
559;299522
560;205326
561;183340
561;219923
562;373867
563;134867
563;316829
563;352427
563;357414
563;375672
564;372025
564;410403
565;41863
565;236538
565;292742
566;104419
566;375913
567;95609
569;47287
569;109531
569;109532
569;120392
570;4204
570;268101
571;262473
572;127332
573;159317
573;169664
574;43054
574;214415
574;378155
575;152471
575;171747
575;258685
575;379629
576;238415
576;354347
577;23373
577;96335
577;143782
577;212506
578;176432
579;365465
580;42924
581;25499
581;102186
581;104408
581;327122
582;149587
583;217248
584;387358
584;387391
585;2191
586;131890
587;226748
588;172950
589;26600
589;78620
589;89431
589;111308
589;130571
590;79222
590;288299
591;122791
591;157947
591;291642
592;5186
592;25237
592;33581
592;189304
592;268417
592;268418
592;283035
592;289565
592;380977
593;56106
593;116069
593;173834
593;182866
593;308210
593;325428
593;325429
593;325434
593;369156
593;379234
593;379579
593;387386
593;388246
593;388950
593;404451
593;411344
594;219400
595;7570
595;34393
595;42058
595;46096
595;52086
595;59796
595;69479
595;69480
595;97670
595;102526
595;121507
595;127553
595;137025
595;148491
595;213832
595;227388
595;248732
595;267993
595;300049
595;326443
595;329601
595;364463
595;366114
595;368330
596;320493
597;28049
597;62064
597;119739
597;368136
597;405052
598;38183
598;333323
599;118830
600;127435
601;140423
602;144049
602;156639
602;272792
602;273228
602;359703
602;365595
602;383993
603;388209
604;337341
605;392079
605;407573
606;86672
607;76461
607;164928
607;183117
607;381772
607;383884
608;249057
609;377392
609;391599
610;3139
610;384757
611;1408
611;76147
611;127437
611;198908
611;208090
611;225785
611;229617
611;269109
611;270983
611;283404
611;292268
611;292273
611;348200
611;348215
612;43706
612;85692
612;228942
612;254111
612;275620
612;309688
612;341355
612;409001
612;409278
612;412200
612;412201
613;36948
614;4270
614;8393
614;8404
614;18121
614;18481
614;18787
614;26202
614;27521
614;37722
614;38424
614;60973
614;62306
614;76430
614;86845
614;141055
614;166098
614;173442
614;176069
614;179446
614;181554
614;184208
614;204372
614;228716
614;228884
614;233241
614;250589
614;284818
614;284956
614;285422
614;285490
614;286534
614;287534
614;287541
614;292971
614;298855
614;308452
614;320172
614;320174
614;320176
614;320838
614;320909
614;324759
614;339679
614;349115
614;397570
615;8977
615;14388
615;79679
615;269305
616;26203
617;34607
617;187800
618;60453
618;312508
618;320713
619;263663
620;137061
620;248805
620;358019
621;5980
621;14726
621;19721
621;42644
621;48831
621;64832
621;74161
621;96320
621;103731
621;105221
621;112275
621;144342
621;148090
621;193785
621;196688
621;216891
621;222403
621;230270
621;234310
621;253061
621;307229
621;343729
621;349882
621;354048
621;375832
622;300528
623;387909
624;14708
625;400667
626;18790
627;174301
628;146477
629;99467
629;239266
630;58674
631;282268
632;85580
632;371704
632;379132
632;384373
633;268272
634;83891
634;221890
634;352943
635;379905
636;86047
636;267876
637;388262
637;388263
638;226442
639;52921
639;61209
639;133199
639;212507
639;257318
639;292732
639;338261
639;361724
640;247176
641;246193
642;51735
643;22765
644;52626
644;71057
644;71061
644;105667
644;170936
644;273916
644;286077
644;355584
645;218747
646;357726
647;236013
648;19485
648;24999
648;25062
648;25521
648;27990
648;28246
648;53000
648;53673
648;57092
648;74607
648;74837
648;82233
648;85556
648;85565
648;94830
648;101712
648;103782
648;104056
648;145215
648;152226
648;199814
648;212453
648;214211
648;234423
648;271988
648;281707
648;333748
648;351624
648;351659
648;376676
648;376837
649;74574
650;25810
650;101985
651;55231
652;51850
652;70908
652;104084
652;293901
653;23190
653;75365
653;145135
653;171417
653;208141
653;254337
653;312529
654;163034
655;103761
655;294731
656;112699
657;2225
657;27680
657;28719
657;29241
657;39039
657;279268
657;293401
657;325323
657;325965
657;369334
658;292738
659;215047
660;345607
661;28009
662;387187
662;387573
662;389294
662;403237
663;345607
664;103522
664;114872
664;221883
665;110746
666;279274
666;283676
667;3512
667;5976
667;14791
667;21129
667;21700
667;22653
667;54067
667;55088
667;55372
667;60113
667;61349
667;69767
667;70041
667;71374
667;80279
667;87135
667;100266
667;103427
667;103648
667;103649
667;103650
667;103692
667;103730
667;103806
667;105895
667;115995
667;132638
667;135281
667;157322
667;159350
667;159742
667;160726
667;169085
667;190424
667;193351
667;194624
667;199847
667;206573
667;210179
667;218093
667;225694
667;237801
667;238761
667;246875
667;248785
667;249792
667;251592
667;255545
667;257567
667;259346
667;259726
667;272567
667;280275
667;293370
667;307721
667;307724
667;326063
667;327517
667;328162
667;332562
667;332581
667;332582
667;332588
667;336210
667;346357
667;349089
667;350901
667;352942
667;353268
667;353544
667;353654
667;355997
667;356673
667;357179
667;374611
668;257910
669;223927
669;349069
669;381317
670;45302
670;185594
671;247428
672;13449
673;380543
674;20711
674;80165
674;80232
674;225548
675;249778
675;336205
676;146575
677;55120
677;195298
677;284892
678;235668
678;287802
679;197928
679;370164
680;14668
681;214827
681;249245
682;63906
682;318287
683;30399
683;160088
684;8791
684;42231
684;124866
684;125423
684;183102
684;212640
684;216664
684;268770
684;268933
684;335402
684;335403
684;369108
684;369109
684;369110
685;2918
685;189168
685;369661
686;297411
687;90913
688;303097
689;110285
689;365439
690;50012
691;315986
691;337989
691;386587
691;406676
691;408070
691;409401
691;410550
692;382380
692;394676
692;395903
693;386796
693;403853
694;407789
696;149318
697;405582
698;385705
699;72139
700;195276
701;179773
702;175252
704;247600
704;307737
705;225665
705;274522
706;330367
707;113717
708;13493
708;85319
708;88608
708;88610
708;164937
708;174375
708;176036
708;181927
708;198708
708;198740
708;309672
708;322695
708;323641
708;333015
708;375039
709;216727
710;270315
711;217328
711;289791
712;22006
713;166023
714;125672
714;264128
715;16155
715;226748
716;78984
716;144822
717;8567
717;59034
717;94917
717;312399
718;21305
718;129957
719;28440
720;4960
721;23194
722;85325
723;76459
723;85314
723;123737
723;141846
723;164951
723;268070
724;4099
724;9326
725;98532
725;126926
725;203234
725;209575
725;262861
725;281370
725;358016
726;179628
727;49660
727;124683
727;254781
728;138423
728;226582
728;322898
728;368079
729;6344
729;15400
729;19047
729;36592
729;51006
729;60632
729;79215
729;80076
729;102058
729;102059
729;125950
729;126819
729;136324
729;159876
729;165520
729;171490
729;200547
729;226553
729;227052
729;227182
729;247087
729;267492
729;284665
729;285229
729;288153
729;288163
729;288174
729;293652
729;295226
729;370278
729;370298
729;370519
729;371201
729;371940
729;371942
729;373260
730;245670
731;348654
732;145541
733;49200
733;60654
733;75768
733;144282
733;239161
733;262020
733;371933
734;204114
735;72211
736;246919
737;166296
737;319312
737;354600
738;255561
738;295641
739;174811
740;55425
740;156891
741;248563
741;400822
742;147782
742;171281
743;98326
743;337202
744;122331
744;154249
744;192648
744;192655
744;193388
744;220194
744;296207
744;314765
744;322311
744;338708
745;110925
745;111282
745;115424
745;120315
745;132241
745;198277
745;207225
745;265689
745;268355
745;320610
745;388894
745;403771
746;69793
746;169092
746;195749
746;343482
747;4062
748;124209
748;176095
748;193293
748;282231
748;324141
749;58172
749;67386
749;80866
749;206673
749;234480
749;316162
750;184322
751;23304
751;257432
752;104120
753;2491
754;18713
755;385984
756;266759
757;1305
758;296730
758;355383
759;309013
760;228192
761;383871
761;391228
762;286251
762;338080
762;399220
763;125604
764;410496
765;381207
766;109016
767;341994
768;46697
768;331889
769;306613
770;125260
771;199385
771;246841
771;291877
772;353988
773;65584
773;199487
773;335686
774;31450
774;142384
774;241338
774;391163
774;392248
774;397141
774;404128
774;407057
774;408033
775;410172
776;290546
777;214234
778;324130
778;343963
779;262027
780;65436
781;21387
782;70495
782;189345
782;224878
783;381415
784;37488
785;384627
786;113842
786;131399
786;131709
787;171317
788;334743
789;263694
790;78402
790;132409
790;161832
790;211320
791;43190
791;283825
792;18948
792;68580
792;121231
792;194432
792;281600
794;121942
794;140292
794;245669
795;161606
795;296669
796;136529
796;269357
797;356129
798;207810
798;253556
799;180135
800;262912
800;390859
801;16754
801;35887
801;91519
801;179902
801;224435
801;227905
801;252807
801;253749
801;258703
801;349313
801;374460
802;34200
803;172154
803;358094
804;31530
805;23697
806;6033
806;6034
806;57849
806;174281
806;263878
807;254402
808;22821
808;147885
809;34503
809;82340
809;182802
809;301427
809;357600
810;80449
811;9572
811;92676
812;226661
813;103180
813;387775
813;389870
813;407839
814;78615
814;125396
814;206751
814;394803
815;336770
816;44417
817;107342
818;156237
818;293408
819;91104
820;375623
820;375624
821;23329
821;23436
821;105373
821;161716
821;322492
822;126910
822;215448
822;268071
822;282029
822;399039
823;9251
823;12634
823;15304
823;15331
823;17721
823;21412
823;35619
823;38484
823;49179
823;63982
823;87719
823;88280
823;88281
823;94904
823;99818
823;103573
823;111361
823;125343
823;130509
823;136708
823;152224
823;159659
823;162307
823;162703
823;171975
823;172652
823;173569
823;173797
823;173971
823;174654
823;178410
823;181667
823;181975
823;198427
823;200798
823;212281
823;212317
823;252082
823;283967
823;294132
823;295036
823;303060
823;323068
823;335985
823;349705
823;349706
823;352808
823;357605
823;370396
823;370514
823;370636
823;376621
823;377499
823;377517
823;378191
823;378604
824;229972
824;380618
825;202874
826;28783
826;132612
826;170855
826;181520
826;202782
826;221811
826;246590
826;260012
826;320891
827;61008
827;250634
828;96480
828;296419
829;8344
829;8349
829;12642
829;21986
829;23187
829;86601
829;103604
829;107648
829;110404
829;114004
829;175849
829;180132
829;209294
829;293676
829;301238
829;308302
829;308427
829;370769
829;371396
829;374151
829;374319
829;378225
829;378574
830;326069
831;198986
832;182909
833;136097
833;136136
833;285808
833;294033
833;325315
834;168624
835;411885
836;1163
836;17861
836;54652
836;58757
836;64294
836;70145
836;76162
836;80179
836;82580
836;87495
836;96169
836;101131
836;108264
